date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:35:04	19769/19769	---MCZ	200	added ('OK')	text/css	etag:W/%2260110ea1-4d39%22	https://www.realinteract.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/pricing.min.css?ver=3.17.1	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-css/pricing.min5d63.css	(from https://www.realinteract.com/)
16:35:05	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654c52e9-15601%22	https://www.realinteract.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://www.realinteract.com/)
16:35:05	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d68407-3509%22	https://www.realinteract.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://www.realinteract.com/)
16:35:06	110564/110564	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260110e6d-1afe4%22	https://www.realinteract.com/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min.js?ver=5.4.8.1	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min84f5.js	(from https://www.realinteract.com/)
16:35:07	64949/64949	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260110e6d-fdb5%22	https://www.realinteract.com/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min.js?ver=5.4.8.1	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min84f5.js	(from https://www.realinteract.com/)
16:35:07	10200/10200	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260110cca-27d8%22	https://www.realinteract.com/wp-content/themes/gravity/framework/js/jquery.pagepiling.min.js?ver=1.5.4	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/themes/gravity/framework/js/jquery.pagepiling.min357c.js	(from https://www.realinteract.com/)
16:35:08	9149/9149	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260110cca-23bd%22	https://www.realinteract.com/wp-content/themes/gravity/framework/js/functions.js?ver=1	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/themes/gravity/framework/js/functions68b3.js	(from https://www.realinteract.com/)
16:35:09	1112/1112	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260110ea1-458%22	https://www.realinteract.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/ultimate-params.min.js?ver=3.17.1	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/ultimate-params.min5d63.js	(from https://www.realinteract.com/)
16:35:09	21409/21409	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260110ea1-53a1%22	https://www.realinteract.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/custom.min.js?ver=3.17.1	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/custom.min5d63.js	(from https://www.realinteract.com/)
16:35:10	1430/1430	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260110ea1-596%22	https://www.realinteract.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/jquery-appear.min.js?ver=3.17.1	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/jquery-appear.min5d63.js	(from https://www.realinteract.com/)
16:35:11	2728/2728	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260110ea1-aa8%22	https://www.realinteract.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/headings.min.js?ver=3.17.1	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/headings.min5d63.js	(from https://www.realinteract.com/)
16:35:12	41433/41433	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260110ea1-a1d9%22	https://www.realinteract.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/slick.min.js?ver=3.17.1	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/slick.min5d63.js	(from https://www.realinteract.com/)
16:35:12	3133/3133	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260110ea1-c3d%22	https://www.realinteract.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/slick-custom.min.js?ver=3.17.1	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/plugins/Ultimate_VC_Addons/assets/min-js/slick-custom.min5d63.js	(from https://www.realinteract.com/)
16:35:14	60062/60062	---MCZ	200	added ('OK')	application/json	date:Fri,%2012%20Apr%202024%2011:35:14%20GMT	https://www.realinteract.com/wp-json/wp/v2/pages/4036	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-json/wp/v2/pages/4036.json	(from https://www.realinteract.com/)
16:35:14	191622/191622	---MCZ	200	added ('OK')	application/json	date:Fri,%2012%20Apr%202024%2011:35:14%20GMT	https://www.realinteract.com/wp-json/	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-json/index.html	(from https://www.realinteract.com/)
16:35:15	2018/2018	---MCZ	200	added ('OK')	application/json	date:Fri,%2012%20Apr%202024%2011:35:16%20GMT	https://www.realinteract.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.realinteract.com%2F	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-json/oembed/1.0/embedf9d0.json	(from https://www.realinteract.com/)
16:35:16	2163/2163	---MCZ	200	added ('OK')	text/xml	date:Fri,%2012%20Apr%202024%2011:35:17%20GMT	https://www.realinteract.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.realinteract.com%2F&format=xml	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-json/oembed/1.0/embedd5c8	(from https://www.realinteract.com/)
16:35:16	1415/1415	---M--	200	added ('OK')	image/png	etag:%226039e945-587%22	https://www.realinteract.com/wp-content/uploads/2021/02/cropped-dark-logo-32x32.png	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/uploads/2021/02/cropped-dark-logo-32x32.png	(from https://www.realinteract.com/)
16:35:16	14799/14799	---M--	200	added ('OK')	image/png	etag:%226039e945-39cf%22	https://www.realinteract.com/wp-content/uploads/2021/02/cropped-dark-logo-192x192.png	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/uploads/2021/02/cropped-dark-logo-192x192.png	(from https://www.realinteract.com/)
16:35:17	13395/13395	---M--	200	added ('OK')	image/png	etag:%226039e945-3453%22	https://www.realinteract.com/wp-content/uploads/2021/02/cropped-dark-logo-180x180.png	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/uploads/2021/02/cropped-dark-logo-180x180.png	(from https://www.realinteract.com/)
16:35:17	7328/7328	---M--	200	added ('OK')	font/woff2	etag:%2265fe2cef-1ca0%22	https://www.realinteract.com/wp-content/fonts/dosis/HhyaU5sn9vOmLzlnC_W6EQ.woff2	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/fonts/dosis/HhyaU5sn9vOmLzlnC_W6EQ.woff2	(from https://www.realinteract.com/)
16:35:19	15872/15872	---M--	200	added ('OK')	font/woff2	etag:%2265fe2cef-3e00%22	https://www.realinteract.com/wp-content/fonts/dosis/HhyaU5sn9vOmLzlmC_W6EQ.woff2	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/fonts/dosis/HhyaU5sn9vOmLzlmC_W6EQ.woff2	(from https://www.realinteract.com/)
16:35:19	30208/30208	---M--	200	added ('OK')	font/woff2	etag:%2265fe2cef-7600%22	https://www.realinteract.com/wp-content/fonts/dosis/HhyaU5sn9vOmLzloC_U.woff2	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/fonts/dosis/HhyaU5sn9vOmLzloC_U.woff2	(from https://www.realinteract.com/)
16:35:20	17980/17980	---M--	200	added ('OK')	font/woff2	etag:%2265fe2cf0-463c%22	https://www.realinteract.com/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B4taVIGxA.woff2	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B4taVIGxA.woff2	(from https://www.realinteract.com/)
16:35:20	11116/11116	---M--	200	added ('OK')	font/woff2	etag:%2265fe2cf0-2b6c%22	https://www.realinteract.com/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B4kaVIGxA.woff2	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B4kaVIGxA.woff2	(from https://www.realinteract.com/)
16:35:21	3780/3780	---M--	200	added ('OK')	font/woff2	etag:%2265fe2cf0-ec4%22	https://www.realinteract.com/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B4saVIGxA.woff2	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B4saVIGxA.woff2	(from https://www.realinteract.com/)
16:35:22	9344/9344	---M--	200	added ('OK')	font/woff2	etag:%2265fe2cf0-2480%22	https://www.realinteract.com/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B4jaVIGxA.woff2	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B4jaVIGxA.woff2	(from https://www.realinteract.com/)
16:35:23	7728/7728	---M--	200	added ('OK')	font/woff2	etag:%2265fe2cf0-1e30%22	https://www.realinteract.com/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B4iaVIGxA.woff2	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B4iaVIGxA.woff2	(from https://www.realinteract.com/)
16:35:24	17576/17576	---M--	200	added ('OK')	font/woff2	etag:%2265fe2cf0-44a8%22	https://www.realinteract.com/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B5caVIGxA.woff2	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B5caVIGxA.woff2	(from https://www.realinteract.com/)
16:35:25	10180/10180	---M--	200	added ('OK')	font/woff2	etag:%2265fe2cf0-27c4%22	https://www.realinteract.com/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B5OaVIGxA.woff2	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B5OaVIGxA.woff2	(from https://www.realinteract.com/)
16:35:25	8572/8572	---M--	200	added ('OK')	font/woff2	etag:%2265fe2cf0-217c%22	https://www.realinteract.com/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B4vaVIGxA.woff2	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B4vaVIGxA.woff2	(from https://www.realinteract.com/)
16:35:26	15368/15368	---M--	200	added ('OK')	font/woff2	etag:%2265fe2cf0-3c08%22	https://www.realinteract.com/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B4uaVIGxA.woff2	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B4uaVIGxA.woff2	(from https://www.realinteract.com/)
16:35:26	18668/18668	---M--	200	added ('OK')	font/woff2	etag:%2265fe2cf0-48ec%22	https://www.realinteract.com/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B4gaVI.woff2	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/fonts/open-sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0B4gaVI.woff2	(from https://www.realinteract.com/)
16:35:27	133075/133075	---M--	200	added ('OK')	image/jpeg	etag:%22603f7ae1-207d3%22	https://www.realinteract.com/wp-content/uploads/2021/03/home-1-1.jpg?id=6847	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/uploads/2021/03/home-1-1f6e3.jpg	(from https://www.realinteract.com/)
16:35:27	8033/8033	---M--	200	added ('OK')	image/png	etag:%22603ce84c-1f61%22	https://www.realinteract.com/wp-content/uploads/2021/01/light-logo.png	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/uploads/2021/01/light-logo.png	(from https://www.realinteract.com/)
16:35:28	6387/6387	---M--	200	added ('OK')	image/png	etag:%22603ce84a-18f3%22	https://www.realinteract.com/wp-content/uploads/2021/01/dark-logo.png	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/uploads/2021/01/dark-logo.png	(from https://www.realinteract.com/)
16:35:28	21820/21820	---M--	200	added ('OK')	image/jpeg	etag:%22603ce919-553c%22	https://www.realinteract.com/wp-content/uploads/2021/01/Customer-Support2.jpg	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/uploads/2021/01/Customer-Support2.jpg	(from https://www.realinteract.com/)
16:35:29	25351/25351	---M--	200	added ('OK')	image/jpeg	etag:%22603ce918-6307%22	https://www.realinteract.com/wp-content/uploads/2021/01/Telemarketing.jpg	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/uploads/2021/01/Telemarketing.jpg	(from https://www.realinteract.com/)
16:35:30	99286/99286	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Apr%202024%2011:35:30%20GMT	https://www.realinteract.com/inbound-outbound-call-center-services-outsourcing/	C:/My%20Web%20Sites/realinteract/www.realinteract.com/inbound-outbound-call-center-services-outsourcing/index.html	(from https://www.realinteract.com/)
16:35:30	45833/45833	---M--	200	added ('OK')	image/jpeg	etag:%22603ce908-b309%22	https://www.realinteract.com/wp-content/uploads/2021/01/Tech-Suppor.jpg	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/uploads/2021/01/Tech-Suppor.jpg	(from https://www.realinteract.com/)
16:35:31	98787/98787	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Apr%202024%2011:35:31%20GMT	https://www.realinteract.com/pricing/	C:/My%20Web%20Sites/realinteract/www.realinteract.com/pricing/index.html	(from https://www.realinteract.com/)
16:35:31	115666/115666	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Apr%202024%2011:35:32%20GMT	https://www.realinteract.com/how-it-works/	C:/My%20Web%20Sites/realinteract/www.realinteract.com/how-it-works/index.html	(from https://www.realinteract.com/)
16:35:32	595533/595533	---M--	200	added ('OK')	image/png	etag:%22603ce913-9164d%22	https://www.realinteract.com/wp-content/uploads/2021/01/Appointment.png	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/uploads/2021/01/Appointment.png	(from https://www.realinteract.com/)
16:35:32	144103/144103	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Apr%202024%2011:35:33%20GMT	https://www.realinteract.com/industries/	C:/My%20Web%20Sites/realinteract/www.realinteract.com/industries/index.html	(from https://www.realinteract.com/)
16:35:33	85329/85329	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Apr%202024%2011:35:33%20GMT	https://www.realinteract.com/no-obligation-trial/	C:/My%20Web%20Sites/realinteract/www.realinteract.com/no-obligation-trial/index.html	(from https://www.realinteract.com/)
16:35:33	942622/942622	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Apr%202024%2011:35:33%20GMT	https://www.realinteract.com/blog/	C:/My%20Web%20Sites/realinteract/www.realinteract.com/blog/index.html	(from https://www.realinteract.com/)
16:35:33	3581/3581	---M--	200	added ('OK')	image/jpeg	etag:%22603f7ad9-dfd%22	https://www.realinteract.com/wp-content/uploads/2021/03/gsh-tile-1-165x132-1.jpg	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/uploads/2021/03/gsh-tile-1-165x132-1.jpg	(from https://www.realinteract.com/)
16:35:34	86946/86946	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Apr%202024%2011:35:34%20GMT	https://www.realinteract.com/contact-us/	C:/My%20Web%20Sites/realinteract/www.realinteract.com/contact-us/index.html	(from https://www.realinteract.com/)
16:35:34	92492/92492	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20Apr%202024%2011:35:35%20GMT	https://www.realinteract.com/terms-conditions/	C:/My%20Web%20Sites/realinteract/www.realinteract.com/terms-conditions/index.html	(from https://www.realinteract.com/)
16:35:34	10579/10579	---M--	200	added ('OK')	image/png	etag:%22603ce886-2953%22	https://www.realinteract.com/wp-content/uploads/2021/01/glenwood-tile-165x132-1.png	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/uploads/2021/01/glenwood-tile-165x132-1.png	(from https://www.realinteract.com/)
16:35:35	2689/2689	---M--	200	added ('OK')	image/jpeg	etag:%22603f7b01-a81%22	https://www.realinteract.com/wp-content/uploads/2021/03/platt-tile-165x132-1.jpg	C:/My%20Web%20Sites/realinteract/www.realinteract.com/wp-content/uploads/2021/03/platt-tile-165x132-1.jpg	(from https://www.realinteract.com/)
